,Date,Open,High,Low,Close,Adj Close,Volume,Return,MA5,MA10,MA50,MA200,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,ATR,VWAP,CMO,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Volatility
0,2007-03-01,25.0,25.48500061035156,22.89999961853028,23.395000457763672,16.687700271606445,395526702,-0.0081214161290844,22.9310001373291,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,23.926666895548504,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
1,2007-03-02,23.5,23.71999931335449,22.940000534057617,23.20499992370605,16.55217933654785,85009664,-0.0081214161290844,22.9310001373291,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,23.288333257039387,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
2,2007-03-05,22.989999771118164,23.084999084472656,21.76499938964844,22.190000534057617,15.828173637390137,83839348,-0.0437405469935605,22.9310001373291,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,22.34666633605957,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
3,2007-03-06,22.0,23.0,21.875,22.625,16.138458251953125,59545576,0.0196034004269056,22.9310001373291,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,22.5,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
4,2007-03-07,22.645000457763672,23.450000762939453,22.45499992370605,23.239999771118164,16.57714080810547,57492756,0.0271823103256647,22.9310001373291,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,23.048333485921223,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
5,2007-03-08,23.049999237060547,23.165000915527344,22.84000015258789,22.959999084472656,16.377418518066406,26196766,-0.0120482224355906,22.8439998626709,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,22.98833338419597,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
6,2007-03-09,22.950000762939453,23.049999237060547,22.350000381469727,22.76499938964844,16.238319396972656,32177558,-0.0084930184059148,22.75599975585937,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,22.72166633605957,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
7,2007-03-12,22.64999961853028,22.64999961853028,22.25,22.354999542236328,15.945865631103516,29070612,-0.0180100970087679,22.78899955749512,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,22.418333053588867,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
8,2007-03-13,22.405000686645508,22.6299991607666,22.309999465942383,22.44499969482422,16.01006317138672,20463936,0.004025951886863,22.75299949645996,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,22.46166610717773,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
9,2007-03-14,22.14999961853028,22.549999237060547,21.895000457763672,22.46999931335449,16.027891159057617,34661312,0.0011138168353834,22.598999404907225,22.764999771118163,25.964299850463867,43.14492495536804,22.106811449722983,22.762749767303468,23.41868808488395,5.763260803601814,0.901906043672455,41.45924554170531,47.79389195540804,0.6649032204924692,22.304999669392902,-17.38046902738203,41.30976548630899,0.503901823861721,0.4235943162401889,0.90619031885767,0.2509454998106484
